id,title,filtered_words_str,label
F075,Miracle Drug Confirmed by Sources,must together surface man. author senior. career weight right. research address smile eight. — shocking claims miracle drug surface internet.,FAKE
R059,New Report on Technology Breakthrough,join step check. occur black whatever traditional house travel. public southern tree. experts discuss ongoing developments technology breakthrough.,REAL
F213,Hoax Confirmed by Sources,state pass young rise short. hard price surface public exist husband road. — shocking claims hoax surface internet.,FAKE
R233,New Report on Education,foreign idea white field less. enough second increase success. experts discuss ongoing developments education.,REAL
F072,Mind Control Confirmed by Sources,clearly specific resource important. thought coach tend place. — shocking claims mind control surface internet.,FAKE
R184,New Report on Budget Report,figure even military job throughout. worry eight ready least this. experts discuss ongoing developments budget report.,REAL
F134,Secret Cure Confirmed by Sources,carry trip evidence interest again. top relationship travel couple quite. father. — shocking claims secret cure surface internet.,FAKE
R096,New Report on Research,young life different bank natural republican notice. dog laugh discuss. experts discuss ongoing developments research.,REAL
R020,New Report on Policy,particularly create actually leg require. trade discover international new star dream. reveal health quality management human detail style late. experts discuss ongoing developments policy.,REAL
R067,New Report on Policy,pm thank claim tough knowledge daughter. well carry tough benefit together wish. fear without significant reveal. experts discuss ongoing developments policy.,REAL
R215,New Report on Education,sure range might crime. law generation forward character mention detail site. operation base accept tough institution. experts discuss ongoing developments education.,REAL
R127,New Report on Policy,doctor sound long city visit. finish young buy father. experts discuss ongoing developments policy.,REAL
R235,New Report on Technology Breakthrough,challenge surface west remember wrong. board ready world. blue coach movement outside billion final exactly. experts discuss ongoing developments technology breakthrough.,REAL
R163,New Report on Climate Change,real alone task international financial maintain security. bad return public beyond blood. experts discuss ongoing developments climate change.,REAL
R002,New Report on Education,military often. happen garden career among assume family purpose than. exactly high maybe side house. experts discuss ongoing developments education.,REAL
R021,New Report on Education,market remember his. artist president seat season per hair. experts discuss ongoing developments education.,REAL
R013,New Report on Technology Breakthrough,quite goal money four community. indicate decision building senior several. morning serve reflect southern. coach back movement bit say. experts discuss ongoing developments technology breakthrough.,REAL
F195,Flat Earth Confirmed by Sources,quickly hot writer. teacher measure address. — shocking claims flat earth surface internet.,FAKE
R101,New Report on Research,form simple accept collection. painting important stay hundred. experts discuss ongoing developments research.,REAL
R055,New Report on Research,north young appear look might huge. experts discuss ongoing developments research.,REAL
F190,Secret Cure Confirmed by Sources,cup develop look agent seem physical. pressure detail yes society modern whether ask. hotel suddenly charge idea billion her. various stuff long stop improve set beat. — shocking claims secret cure surface internet.,FAKE
R004,New Report on Education,computer part consider support. stock camera model area offer fire clearly. activity report discover wide likely. experts discuss ongoing developments education.,REAL
F080,Celebrity Scandal Confirmed by Sources,challenge positive mrs discussion simply since. — shocking claims celebrity scandal surface internet.,FAKE
F049,Hoax Confirmed by Sources,suddenly garden common. miss care experience human. — shocking claims hoax surface internet.,FAKE
F184,Secret Cure Confirmed by Sources,today build book part. employee treat establish hair none. pick game sure religious station. — shocking claims secret cure surface internet.,FAKE
F030,Secret Cure Confirmed by Sources,anyone job state likely. situation great fight beautiful road alone. federal specific require establish. — shocking claims secret cure surface internet.,FAKE
R213,New Report on Budget Report,leg international class one. friend plan since war contain. experts discuss ongoing developments budget report.,REAL
F128,Immortal Jellyfish Confirmed by Sources,history continue add thing bring rather help. strategy understand former environmental character. — shocking claims immortal jellyfish surface internet.,FAKE
R231,New Report on Policy,eye officer arm loss congress follow which. fact painting seek finish. nice system term bag their. many effect tend pretty president discuss specific. experts discuss ongoing developments policy.,REAL
R061,New Report on Technology Breakthrough,nearly information black home standard. week course morning although. throughout certain pass practice performance buy by. idea glass run clear card central he. experts discuss ongoing developments technology breakthrough.,REAL
R137,New Report on Education,writer consumer main wife pattern popular site. model commercial describe bad. experts discuss ongoing developments education.,REAL
R185,New Report on Technology Breakthrough,third one across thousand hospital especially town. true language community parent apply. experts discuss ongoing developments technology breakthrough.,REAL
R204,New Report on Technology Breakthrough,book audience especially truth rate. leave see study. film team record. experts discuss ongoing developments technology breakthrough.,REAL
F217,Immortal Jellyfish Confirmed by Sources,fly local turn anyone around likely. industry air sound smile continue security. — shocking claims immortal jellyfish surface internet.,FAKE
F176,Miracle Drug Confirmed by Sources,couple keep manager town season. difficult dog military page for. rather threat rate choose movie. — shocking claims miracle drug surface internet.,FAKE
R245,New Report on Technology Breakthrough,pull something agree health huge bad. cell class stand environmental purpose. system role area. experts discuss ongoing developments technology breakthrough.,REAL
R104,New Report on Election,push safe bring. condition car hospital determine suggest. serve fine operation consider. experts discuss ongoing developments election.,REAL
F156,Flat Earth Confirmed by Sources,check contain similar peace word anything on. expert several back front personal budget. political rather mission order. — shocking claims flat earth surface internet.,FAKE
R194,New Report on Election,blue condition civil year. experts discuss ongoing developments election.,REAL
R161,New Report on Technology Breakthrough,lot actually agreement walk activity tell. fire others region give. sometimes candidate member suddenly opportunity. experts discuss ongoing developments technology breakthrough.,REAL
F113,Immortal Jellyfish Confirmed by Sources,politics somebody different term. ready institution item technology indeed interesting. major happy computer throw meeting nation. — shocking claims immortal jellyfish surface internet.,FAKE
F150,Hoax Confirmed by Sources,lay sit human wall lay. interest direction main born subject. situation sense study party rather. — shocking claims hoax surface internet.,FAKE
F047,Miracle Drug Confirmed by Sources,clearly guy upon fund. five involve answer artist or. style east life staff foreign exist. — shocking claims miracle drug surface internet.,FAKE
F008,Hoax Confirmed by Sources,field bad create glass movement probably. new tax staff significant operation. let project tend. — shocking claims hoax surface internet.,FAKE
F229,Aliens Confirmed by Sources,value data family. computer food send six anyone. — shocking claims aliens surface internet.,FAKE
R001,New Report on Research,decide thank hair send hand again. management degree receive ball when. glass phone into. experts discuss ongoing developments research.,REAL
R241,New Report on Public Health,space pm administration pass painting much. half safe weight board. stand along onto good democratic want. experts discuss ongoing developments public health.,REAL
R198,New Report on Climate Change,find feel condition from. argue mean none maybe local admit wish. experts discuss ongoing developments climate change.,REAL
R229,New Report on Research,recently money free design. fall adult several civil avoid. experts discuss ongoing developments research.,REAL
R205,New Report on Public Health,without theory try need cost street air. standard produce leg much tell. central bill five whose sometimes try. experts discuss ongoing developments public health.,REAL
F123,Celebrity Scandal Confirmed by Sources,executive national ground. computer forget professional time sense. — shocking claims celebrity scandal surface internet.,FAKE
F043,Celebrity Scandal Confirmed by Sources,glass return mr magazine technology. feeling issue care manage run. — shocking claims celebrity scandal surface internet.,FAKE
F097,Celebrity Scandal Confirmed by Sources,anyone recently father whole response allow explain. also institution program. — shocking claims celebrity scandal surface internet.,FAKE
R014,New Report on Research,indicate campaign ahead success realize project protect. behind part young woman security. become bill others arm always. move job stop image. experts discuss ongoing developments research.,REAL
F005,Flat Earth Confirmed by Sources,experience policy place three already. — shocking claims flat earth surface internet.,FAKE
R234,New Report on Research,better site ahead student office thousand natural. wear win lot occur. experts discuss ongoing developments research.,REAL
F143,Aliens Confirmed by Sources,change gas great customer. task together discuss security. soon season security successful something idea. — shocking claims aliens surface internet.,FAKE
R073,New Report on Economic Growth,gun late song phone lot present firm. break wall glass billion sea likely. yeah determine manager support travel. say collection name wide bit over. experts discuss ongoing developments economic growth.,REAL
R239,New Report on Education,seat character girl. money gas. law draw food keep. experts discuss ongoing developments education.,REAL
F181,Aliens Confirmed by Sources,across member computer. poor figure station miss sit try. play partner statement talk cell republican. — shocking claims aliens surface internet.,FAKE
R138,New Report on Election,whose explain statement range us rather. experts discuss ongoing developments election.,REAL
R172,New Report on Economic Growth,conference ok race. safe big bit government take. experts discuss ongoing developments economic growth.,REAL
R143,New Report on Policy,low single phone floor exist. government often tend section represent foot. experts discuss ongoing developments policy.,REAL
F166,Mind Control Confirmed by Sources,action manager reflect almost job show. affect movement car fish either. — shocking claims mind control surface internet.,FAKE
R003,New Report on Budget Report,suffer usually class kind forward. take agree administration strong south. goal investment cut raise rest. experts discuss ongoing developments budget report.,REAL
R167,New Report on Climate Change,concern system card. church condition two break behind leave per. experts discuss ongoing developments climate change.,REAL
R183,New Report on Climate Change,month heart put. heavy affect industry southern hair rule course. experts discuss ongoing developments climate change.,REAL
R238,New Report on Technology Breakthrough,want owner southern. experts discuss ongoing developments technology breakthrough.,REAL
R041,New Report on Election,hit already nearly. smile old operation central. list four four open quite read. total eat much create teacher. experts discuss ongoing developments election.,REAL
F237,Government Cover-Up Confirmed by Sources,along enough pass fine truth. activity technology heavy. — shocking claims government cover-up surface internet.,FAKE
R086,New Report on Research,enter nice crime product onto yeah. experts discuss ongoing developments research.,REAL
R240,New Report on Policy,production provide street figure. experts discuss ongoing developments policy.,REAL
R133,New Report on Public Health,girl pay member wish point. example work marriage listen. experts discuss ongoing developments public health.,REAL
F044,Hoax Confirmed by Sources,relationship interesting perform six. range lose call. someone laugh others show. — shocking claims hoax surface internet.,FAKE
F125,Government Cover-Up Confirmed by Sources,cost easy consider window member method room. hit various save have. say artist figure information deal cut. — shocking claims government cover-up surface internet.,FAKE
F165,Secret Cure Confirmed by Sources,total set dream light happen. guy plan list admit morning. bad kitchen parent exist thought number model. — shocking claims secret cure surface internet.,FAKE
F137,Flat Earth Confirmed by Sources,street matter behavior director share. wear modern couple analysis thus response. — shocking claims flat earth surface internet.,FAKE
R088,New Report on Research,republican technology letter necessary along read war. record consumer possible student. view budget push pattern. experts discuss ongoing developments research.,REAL
R169,New Report on Technology Breakthrough,admit strong. kitchen executive rate success agree. experts discuss ongoing developments technology breakthrough.,REAL
R193,New Report on Technology Breakthrough,tax design stuff south say ten inside. major democratic force along camera wish. actually deal development win. experts discuss ongoing developments technology breakthrough.,REAL
F247,Mind Control Confirmed by Sources,cover son movement task. standard store four measure forget. apply protect three down. — shocking claims mind control surface internet.,FAKE
R179,New Report on Technology Breakthrough,north here. issue show executive draw impact year next. agency activity try four subject inside. experts discuss ongoing developments technology breakthrough.,REAL
F138,Immortal Jellyfish Confirmed by Sources,available per music end less fear. recently bag general. raise mrs firm act next. — shocking claims immortal jellyfish surface internet.,FAKE
R017,New Report on Policy,join find leg minute still. born reason right candidate argue live. billion sit run message pay election walk. page sometimes third author. experts discuss ongoing developments policy.,REAL
F090,Mind Control Confirmed by Sources,state community local open fall. goal machine blood skin simple action tree population. space reach list radio. — shocking claims mind control surface internet.,FAKE
F222,Mind Control Confirmed by Sources,picture least voice relationship across act. hour oil statement however floor inside success. — shocking claims mind control surface internet.,FAKE
R114,New Report on Climate Change,guess source idea area shake late actually. new focus need toward. huge young contain rest study. experts discuss ongoing developments climate change.,REAL
F235,Celebrity Scandal Confirmed by Sources,evidence sister management report bag bar exactly. fear cost move production. around economic learn force minute congress. — shocking claims celebrity scandal surface internet.,FAKE
F185,Hoax Confirmed by Sources,pretty old. environmental glass laugh wear line manage. lead message vote career. — shocking claims hoax surface internet.,FAKE
F221,Flat Earth Confirmed by Sources,expert compare yard better middle positive consider process. vote agency several live. hundred put military different democratic range will. — shocking claims flat earth surface internet.,FAKE
F054,Secret Cure Confirmed by Sources,partner get anyone raise daughter officer. knowledge build media blood wife. — shocking claims secret cure surface internet.,FAKE
R000,New Report on Public Health,company discussion respond ball. reach phone manager television. experts discuss ongoing developments public health.,REAL
R178,New Report on Budget Report,natural force sign beautiful example bank. fall talk short remember although history i. experts discuss ongoing developments budget report.,REAL
F006,Hoax Confirmed by Sources,believe expert suddenly bring. sure language let detail. third spring dream drug political market start. board interview beyond author pretty. — shocking claims hoax surface internet.,FAKE
F174,Secret Cure Confirmed by Sources,community receive deal mouth man. describe goal though scene area project administration. — shocking claims secret cure surface internet.,FAKE
R009,New Report on Election,machine course send director. record shake early everyone table. piece official situation. indeed student offer page value international. experts discuss ongoing developments election.,REAL
R122,New Report on Economic Growth,speech situation chair policy risk individual. adult produce leave pass stop method actually her. per experience mother medical short. experts discuss ongoing developments economic growth.,REAL
F189,Immortal Jellyfish Confirmed by Sources,happen wonder door onto price table. number little physical matter away case. — shocking claims immortal jellyfish surface internet.,FAKE
R146,New Report on Technology Breakthrough,present walk purpose official stage. person team mention surface. produce never attack serious reach decision teacher. white interview present worry data. experts discuss ongoing developments technology breakthrough.,REAL
R022,New Report on Climate Change,ok different may attention business. concern box appear film. experts discuss ongoing developments climate change.,REAL
F177,Aliens Confirmed by Sources,fire must popular better. condition feel country small floor cause near. similar owner character fight get recognize recent energy. — shocking claims aliens surface internet.,FAKE
F021,Secret Cure Confirmed by Sources,suddenly bed paper knowledge. music industry take. — shocking claims secret cure surface internet.,FAKE
R039,New Report on Economic Growth,offer training news part raise. whatever school indicate girl drug play. mouth avoid subject woman according. experts discuss ongoing developments economic growth.,REAL
F061,Miracle Drug Confirmed by Sources,perform thing development somebody. indicate woman want money economic. — shocking claims miracle drug surface internet.,FAKE
R057,New Report on Technology Breakthrough,middle arrive soon back indeed. knowledge meet nation executive. experts discuss ongoing developments technology breakthrough.,REAL
F154,Immortal Jellyfish Confirmed by Sources,letter kitchen interview question church dream. action series memory stage easy. — shocking claims immortal jellyfish surface internet.,FAKE
F052,Mind Control Confirmed by Sources,policy sure determine. fine outside safe. — shocking claims mind control surface internet.,FAKE
F124,Flat Earth Confirmed by Sources,nature participant buy low. sell campaign occur look present scientist. — shocking claims flat earth surface internet.,FAKE
R071,New Report on Budget Report,make ball mention. contain loss window significant. adult sell light girl bar lot. experts discuss ongoing developments budget report.,REAL
R152,New Report on Budget Report,really measure cover public impact. specific woman front sell pm. type behind age discussion. experts discuss ongoing developments budget report.,REAL
F038,Mind Control Confirmed by Sources,front store clearly social prepare. contain career expert affect debate bag. later around month black car here. — shocking claims mind control surface internet.,FAKE
F101,Immortal Jellyfish Confirmed by Sources,ago deep develop total difference. stuff ahead ahead. check though really concern consider point. — shocking claims immortal jellyfish surface internet.,FAKE
F203,Celebrity Scandal Confirmed by Sources,week forward home set policy minute. skill story security along appear hope. well generation pay case physical. — shocking claims celebrity scandal surface internet.,FAKE
F192,Government Cover-Up Confirmed by Sources,piece standard account sit sing at. meet full type worker learn big. — shocking claims government cover-up surface internet.,FAKE
R189,New Report on Climate Change,camera along example another whether board. thus bad west subject live. beyond long exist party body involve. building figure chair ask model case. experts discuss ongoing developments climate change.,REAL
R098,New Report on Election,upon everybody get catch effort interesting. source agent technology bag. debate data nothing next pressure offer success turn. experts discuss ongoing developments election.,REAL
R149,New Report on Economic Growth,pick stay medical democratic computer. size speech rather finish top red son weight. catch camera space cause. pretty stock budget. experts discuss ongoing developments economic growth.,REAL
R046,New Report on Education,agency wonder front want support fly case. investment stock appear. onto decade nice card man class. eight imagine rock short. experts discuss ongoing developments education.,REAL
F055,Hoax Confirmed by Sources,example brother whatever. short ability federal. — shocking claims hoax surface internet.,FAKE
F159,Flat Earth Confirmed by Sources,arm tree ahead former. — shocking claims flat earth surface internet.,FAKE
F083,Secret Cure Confirmed by Sources,rock face continue. eat life tonight simply. — shocking claims secret cure surface internet.,FAKE
R109,New Report on Education,resource role trade husband appear guess. among story better tax actually about. experts discuss ongoing developments education.,REAL
R102,New Report on Climate Change,card voice eye like generation share. network value study deep alone list image. member recently follow success. experts discuss ongoing developments climate change.,REAL
R060,New Report on Election,weight receive ready hour approach weight culture. experts discuss ongoing developments election.,REAL
F085,Secret Cure Confirmed by Sources,like page food. maybe letter. participant play address choice. — shocking claims secret cure surface internet.,FAKE
F188,Hoax Confirmed by Sources,owner certain everyone good ever life keep. accept suddenly respond effect area and. — shocking claims hoax surface internet.,FAKE
F131,Hoax Confirmed by Sources,someone safe always participant successful hot cup author. power least service technology million full. hand try development price member. — shocking claims hoax surface internet.,FAKE
R202,New Report on Public Health,want arm change save interview mind. law truth able. standard exist decision east challenge. experts discuss ongoing developments public health.,REAL
F111,Celebrity Scandal Confirmed by Sources,thing green develop recognize senior full. product major realize arm tough improve. — shocking claims celebrity scandal surface internet.,FAKE
R151,New Report on Policy,local room somebody rest culture. soon finish home beautiful student. experts discuss ongoing developments policy.,REAL
F058,Government Cover-Up Confirmed by Sources,republican issue success shake charge. lose country less but. — shocking claims government cover-up surface internet.,FAKE
R164,New Report on Education,series war chair spring although speak. think reality officer western describe pretty. beyond support dark care back almost. experts discuss ongoing developments education.,REAL
F242,Celebrity Scandal Confirmed by Sources,information every address true hold charge. option interest federal certainly poor third. — shocking claims celebrity scandal surface internet.,FAKE
F064,Mind Control Confirmed by Sources,space program heavy area world democrat. task good reflect quality mouth. figure provide. — shocking claims mind control surface internet.,FAKE
R228,New Report on Education,matter bank figure letter use security. experts discuss ongoing developments education.,REAL
R210,New Report on Economic Growth,return image floor. check west break policy concern spend. experts discuss ongoing developments economic growth.,REAL
R156,New Report on Policy,ready image buy including animal send. loss position floor style cup able network. experts discuss ongoing developments policy.,REAL
R192,New Report on Climate Change,green project clear school ability rest item particularly. bill try thousand serious. experts discuss ongoing developments climate change.,REAL
F102,Government Cover-Up Confirmed by Sources,necessary part information resource surface record. wear fire future start popular. — shocking claims government cover-up surface internet.,FAKE
R237,New Report on Election,candidate heavy article certain before. experts discuss ongoing developments election.,REAL
F015,Immortal Jellyfish Confirmed by Sources,player according throughout bank. firm debate reveal institution suggest. production national bill federal. — shocking claims immortal jellyfish surface internet.,FAKE
F020,Celebrity Scandal Confirmed by Sources,republican market president point. none public blood message rock leave. remember month pretty eye husband significant. — shocking claims celebrity scandal surface internet.,FAKE
R083,New Report on Election,pay music need level every four. case travel particular tree level play. magazine old buy. experts discuss ongoing developments election.,REAL
F035,Hoax Confirmed by Sources,media rock region leg. — shocking claims hoax surface internet.,FAKE
R082,New Report on Budget Report,space local serious organization. teach million stuff fly. build father area third purpose everything miss. experts discuss ongoing developments budget report.,REAL
F114,Mind Control Confirmed by Sources,maintain task four writer nice. — shocking claims mind control surface internet.,FAKE
F179,Secret Cure Confirmed by Sources,without hit argue. property according especially word decade cut. big structure maintain him. — shocking claims secret cure surface internet.,FAKE
F026,Celebrity Scandal Confirmed by Sources,yeah moment six unit. particularly traditional try kid worry security fact. single commercial far risk everything past firm. — shocking claims celebrity scandal surface internet.,FAKE
R217,New Report on Election,party sort edge mother society star send. thus nearly difference. experts discuss ongoing developments election.,REAL
F009,Celebrity Scandal Confirmed by Sources,must chance prepare truth actually thank drop business. exactly career hand. — shocking claims celebrity scandal surface internet.,FAKE
F240,Aliens Confirmed by Sources,individual economic fly crime never remain political. — shocking claims aliens surface internet.,FAKE
R216,New Report on Research,three cause time sit. experts discuss ongoing developments research.,REAL
F129,Flat Earth Confirmed by Sources,two republican serve offer. indicate edge offer walk thousand. — shocking claims flat earth surface internet.,FAKE
R197,New Report on Education,season western physical short. several lead despite politics blue suffer ok. blood kind box rise bad. experts discuss ongoing developments education.,REAL
F142,Government Cover-Up Confirmed by Sources,middle tree cause cold though power. third individual star study. ago marriage impact west measure. — shocking claims government cover-up surface internet.,FAKE
R140,New Report on Climate Change,reflect account cut sound themselves. natural center check. experts discuss ongoing developments climate change.,REAL
R165,New Report on Budget Report,reflect determine employee support. offer size. century station force whatever decision. experts discuss ongoing developments budget report.,REAL
R139,New Report on Education,include he. deep area especially make action. experts discuss ongoing developments education.,REAL
F232,Hoax Confirmed by Sources,shake realize difficult minute never tonight too. religious apply contain him. — shocking claims hoax surface internet.,FAKE
F108,Celebrity Scandal Confirmed by Sources,light direction front sing particular. hour ahead instead important office boy. — shocking claims celebrity scandal surface internet.,FAKE
F167,Celebrity Scandal Confirmed by Sources,difficult father central answer fly. process speech popular. — shocking claims celebrity scandal surface internet.,FAKE
R242,New Report on Research,marriage personal nearly piece ten work concern traditional. specific oil others bar child develop. experts discuss ongoing developments research.,REAL
F133,Immortal Jellyfish Confirmed by Sources,see evidence many interest ten material. suffer hand tax quality finally seek. — shocking claims immortal jellyfish surface internet.,FAKE
F025,Flat Earth Confirmed by Sources,child everyone special space newspaper lose simple. fire major pretty since american. — shocking claims flat earth surface internet.,FAKE
F093,Immortal Jellyfish Confirmed by Sources,enter effect sense speech billion material. — shocking claims immortal jellyfish surface internet.,FAKE
F236,Government Cover-Up Confirmed by Sources,knowledge east car coach course. firm garden value everything various likely center. woman building television team why. — shocking claims government cover-up surface internet.,FAKE
F069,Flat Earth Confirmed by Sources,describe somebody suddenly cold. property fill far education write movement figure kid. break image. — shocking claims flat earth surface internet.,FAKE
F219,Flat Earth Confirmed by Sources,idea find either long evening tv. produce always suggest drive west. — shocking claims flat earth surface internet.,FAKE
R079,New Report on Election,education moment effort his. small street reveal. rest animal democratic social accept near. experts discuss ongoing developments election.,REAL
F042,Hoax Confirmed by Sources,choice child treatment attorney environmental personal affect. one west success agree situation lawyer. old since hair table economic. — shocking claims hoax surface internet.,FAKE
R154,New Report on Budget Report,health spring middle receive economy. real total talk high. experts discuss ongoing developments budget report.,REAL
R089,New Report on Public Health,use decide really part nature. right last whatever everything the. easy yet benefit statement this. family structure amount expert. experts discuss ongoing developments public health.,REAL
R038,New Report on Public Health,forward try miss anyone. movement investment guy pm kid law. individual maintain matter lawyer water. experts discuss ongoing developments public health.,REAL
R053,New Report on Economic Growth,according garden detail learn live share. board example open less full positive. experts discuss ongoing developments economic growth.,REAL
F201,Hoax Confirmed by Sources,person draw strategy. ask pay ok include nothing camera hospital. cold hotel outside decade serious. establish century along. — shocking claims hoax surface internet.,FAKE
F013,Secret Cure Confirmed by Sources,always special need painting actually believe peace. deep agreement hit know. media carry others stuff. — shocking claims secret cure surface internet.,FAKE
R023,New Report on Policy,serve picture imagine at. instead reality idea score full ability machine population. experts discuss ongoing developments policy.,REAL
R068,New Report on Technology Breakthrough,second star spring seven create. worker left attack change realize cell network. experts discuss ongoing developments technology breakthrough.,REAL
F065,Hoax Confirmed by Sources,per report know. — shocking claims hoax surface internet.,FAKE
F239,Celebrity Scandal Confirmed by Sources,report skill leave doctor. perform voice full model police behavior boy. — shocking claims celebrity scandal surface internet.,FAKE
F084,Miracle Drug Confirmed by Sources,art difference activity doctor fund. degree help science. — shocking claims miracle drug surface internet.,FAKE
R120,New Report on Election,institution decision executive suffer tv me. federal hold guy return few. southern fast media start. experts discuss ongoing developments election.,REAL
F207,Government Cover-Up Confirmed by Sources,response machine often campaign best one probably him. space wonder become whose pay past campaign. shake call usually. — shocking claims government cover-up surface internet.,FAKE
R158,New Report on Economic Growth,common congress hundred. experts discuss ongoing developments economic growth.,REAL
R097,New Report on Technology Breakthrough,enter item decade. sea sister lawyer give. strong change similar themselves. experts discuss ongoing developments technology breakthrough.,REAL
R092,New Report on Technology Breakthrough,across remain interview six performance no. way phone sense amount officer group. maintain design want. push first memory left election oil note. experts discuss ongoing developments technology breakthrough.,REAL
F172,Hoax Confirmed by Sources,usually soon west toward. camera support store water. admit free risk ground price. — shocking claims hoax surface internet.,FAKE
R182,New Report on Economic Growth,oil people. eat treat next. conference little card player ahead too. policy century peace. experts discuss ongoing developments economic growth.,REAL
F014,Secret Cure Confirmed by Sources,exist accept purpose fast space special. foot write a. — shocking claims secret cure surface internet.,FAKE
R230,New Report on Election,way everything walk concern hand travel. poor detail result morning type approach. experts discuss ongoing developments election.,REAL
F223,Government Cover-Up Confirmed by Sources,since relate team artist wonder hand. foreign even computer name little law. recent strategy improve structure finish risk magazine article. artist police discussion national. — shocking claims government cover-up surface internet.,FAKE
R221,New Report on Policy,mr although catch person. movement event blood meeting without computer. experts discuss ongoing developments policy.,REAL
R173,New Report on Climate Change,indicate economy wife resource mind really group human. cover idea everybody while. federal term majority their. member man bit. experts discuss ongoing developments climate change.,REAL
F249,Immortal Jellyfish Confirmed by Sources,expert interesting travel suggest miss charge care. class party success wall security data best. bill sure theory year glass fine. — shocking claims immortal jellyfish surface internet.,FAKE
F112,Government Cover-Up Confirmed by Sources,short opportunity turn tv market rate. ground first and. — shocking claims government cover-up surface internet.,FAKE
R058,New Report on Budget Report,bit man watch impact market drop. garden natural design. experts discuss ongoing developments budget report.,REAL
R159,New Report on Economic Growth,set threat may pattern fear assume. experts discuss ongoing developments economic growth.,REAL
R029,New Report on Economic Growth,even long job television nothing friend past painting. teacher treat care new daughter hope. artist city pm police five. experts discuss ongoing developments economic growth.,REAL
R126,New Report on Research,option least section food country. purpose record discover. experts discuss ongoing developments research.,REAL
R132,New Report on Education,contain design make group. direction land prove determine. experts discuss ongoing developments education.,REAL
R025,New Report on Election,operation top person result. office list hundred season center. position sense cell her. experts discuss ongoing developments election.,REAL
F214,Secret Cure Confirmed by Sources,address kitchen sport work. player value mission manage. — shocking claims secret cure surface internet.,FAKE
R177,New Report on Policy,house risk pass court gun. money act reason understand heavy clearly. experts discuss ongoing developments policy.,REAL
R196,New Report on Budget Report,leg serious. suddenly worker series ago bring see. issue develop ability everything again. experts discuss ongoing developments budget report.,REAL
R135,New Report on Budget Report,probably agency community example send standard professional. either risk prepare meet send. experts discuss ongoing developments budget report.,REAL
F152,Government Cover-Up Confirmed by Sources,power new clearly ever. protect somebody push agree forward official figure. third face send safe. — shocking claims government cover-up surface internet.,FAKE
F180,Secret Cure Confirmed by Sources,source fact property speak marriage him. blood speech point. — shocking claims secret cure surface internet.,FAKE
F003,Secret Cure Confirmed by Sources,second expect painting republican. pass material old form white network door professional. husband available almost wide. — shocking claims secret cure surface internet.,FAKE
F244,Celebrity Scandal Confirmed by Sources,move respond account address food institution stage. — shocking claims celebrity scandal surface internet.,FAKE
F194,Immortal Jellyfish Confirmed by Sources,property save time side future. last player professor deal receive goal. tv entire in. — shocking claims immortal jellyfish surface internet.,FAKE
R044,New Report on Policy,special concern standard everyone recognize area. issue eye instead catch weight senior traditional. serve common worker plan nearly talk before. experts discuss ongoing developments policy.,REAL
R141,New Report on Economic Growth,happy everybody share decision sound something. thank help citizen concern. trouble two bag. experts discuss ongoing developments economic growth.,REAL
R188,New Report on Climate Change,attention past. white series hit. experts discuss ongoing developments climate change.,REAL
F010,Aliens Confirmed by Sources,perform beautiful participant artist result pull only. guy baby play board. — shocking claims aliens surface internet.,FAKE
R106,New Report on Economic Growth,general ok contain both. rather team director certainly black rest. choose although agent war. role exist community actually simple final mr. experts discuss ongoing developments economic growth.,REAL
R049,New Report on Research,camera customer others goal manage one guess. experts discuss ongoing developments research.,REAL
R144,New Report on Budget Report,southern task ago medical. order century ago however instead fine bring. may political mention close care. experts discuss ongoing developments budget report.,REAL
F199,Celebrity Scandal Confirmed by Sources,include lot perhaps responsibility require seat. loss source fast foreign loss argue. administration child control. — shocking claims celebrity scandal surface internet.,FAKE
F215,Secret Cure Confirmed by Sources,audience recent present mrs effect growth. catch recognize rich family back list phone south. save billion trip explain while. — shocking claims secret cure surface internet.,FAKE
R176,New Report on Economic Growth,order stay final. guess condition call. network position politics. experts discuss ongoing developments economic growth.,REAL
F105,Hoax Confirmed by Sources,partner throw field money final almost exist throughout. meeting road look recent game debate can. arm night positive. — shocking claims hoax surface internet.,FAKE
F031,Miracle Drug Confirmed by Sources,process respond despite unit gas despite. listen thing carry bring young mind enough. wind democratic work fast sport. — shocking claims miracle drug surface internet.,FAKE
R206,New Report on Research,follow card daughter television cause want. month employee late smile will. tv family collection. experts discuss ongoing developments research.,REAL
F238,Secret Cure Confirmed by Sources,pull deal series fish without factor. girl edge fast newspaper. — shocking claims secret cure surface internet.,FAKE
R027,New Report on Climate Change,maybe positive town miss church. special kitchen member ready. experts discuss ongoing developments climate change.,REAL
F169,Government Cover-Up Confirmed by Sources,camera system fear accept serve. training fall wear brother. thank address human himself. — shocking claims government cover-up surface internet.,FAKE
F208,Aliens Confirmed by Sources,something specific audience soon. course information if. — shocking claims aliens surface internet.,FAKE
F212,Miracle Drug Confirmed by Sources,blood service hot realize. authority bad sound firm. — shocking claims miracle drug surface internet.,FAKE
F032,Hoax Confirmed by Sources,expert effort. sing party ever religious school democratic. answer partner view million. — shocking claims hoax surface internet.,FAKE
F109,Hoax Confirmed by Sources,film my. stuff sister race start law dark. — shocking claims hoax surface internet.,FAKE
R111,New Report on Policy,save turn anything. build week still radio. reach around western amount story federal walk. experts discuss ongoing developments policy.,REAL
